answer,count
0.001281157494689933,1
0.0027379990573926927,1
0.003473294944907779,1
0.004713501423993849,1
0.005029839074005116,1
0.0058960835839930725,1
0.0077299065693119395,1
0.009450172654130617,1
0.009669699608339966,1
0.010151114438677111,1
0.011956923169412992,1
0.014077118724632132,1
0.016890968304141274,1
0.0171425976024272,1
0.01862003563723691,1
0.0187415365856457,1
0.01938328705001069,1
0.019476742385832302,1
0.02085655902474881,1
0.02244603815429136,1
0.023176298216351032,1
0.02366443470145152,1
0.02456265302576932,1
0.025010755222666936,1
0.025024649646482322,1
0.02578014978619836,1
0.0262619040132972,1
0.026647154963833186,1
0.029625658945165112,1
0.029797219438070344,1
0.031082093358759555,1
0.03464944373150591,1
0.034798965798542025,1
0.03746567049771343,1
0.037725318474937986,1
0.038782532481795085,1
0.03919086523948356,1
0.039405707628568654,1
0.042355162850129524,1
0.043365036899171705,1
0.04364729909730192,1
0.04403790726280954,1
0.04546180329134197,1
0.045824383655662215,1
0.045889087093415215,1
0.04711637542473457,1
0.04774944661885128,1
0.04857160563190521,1
0.048586961581737254,1
0.04963544303850986,1
0.05085544119522678,1
0.05325688717107446,1
0.0536964319473936,1
0.05541285001777707,1
0.05644403502446094,1
0.05790594402313043,1
0.05873205158073014,1
0.05935783363934111,1
0.059913032934668986,1
0.06046885958820569,1
0.06163936966009931,1
0.06310053703222462,1
0.06352770615195713,1
0.0637599121120832,1
0.06736275740480135,1
0.06753256927276718,1
0.06817646910442587,1
0.0689264377727451,1
0.0690191461603138,1
0.0708283054005121,1
0.07207549659215784,1
0.07258944479897711,1
0.07375071291123902,1
0.07396513558228845,1
0.07420040176665932,1
0.07483048432987749,1
0.07486524247698478,1
0.07646237855721538,1
0.076731001173455,1
0.07788706996691197,1
0.07896835065999463,1
0.08011146524058688,1
0.08079047741079193,1
0.08193609471299235,1
0.08203800967314856,1
0.08469951692852251,1
0.08479553672512175,1
0.08498193405098775,1
0.08561395498726176,1
0.08565345206787878,1
0.08570731183991709,1
0.0867377698483559,1
0.09013337574621894,1
0.09089554691153223,1
0.09094164445168784,1
0.09124240629382718,1
0.0929513154374223,1
0.09302663835808822,1
0.09450594751509434,1
0.09522516381434276,1
0.09557700533738556,1
0.09656443256578562,1
0.09917846167904198,1
0.09957474191620586,1
0.10052610809079077,1
0.10099044282544867,1
0.10100142940972912,1
0.10103217018068633,1
0.10114076366789415,1
0.10142855963712161,1
0.10175204872714239,1
0.10231210296860016,1
0.1024164388774983,1
0.10242717044950667,1
0.1024800063379766,1
0.10279362167178563,1
0.10350187727039162,1
0.10392680917367014,1
0.10553887064399858,1
0.10626370830639498,1
0.10658729656353894,1
0.10730069077353799,1
0.10809874965760657,1
0.10810453058584346,1
0.1084025472147111,1
0.10905401000384551,1
0.10989552133369684,1
0.11118686032423841,1
0.11274366260380853,1
0.11305655637764611,1
0.11344861258501804,1
0.1151697074497594,1
0.11534175185142759,1
0.11786165266165671,1
0.11822484780397258,1
0.11944300690788745,1
0.12187410573271507,1
0.12387285889069999,1
0.12744551928213876,1
0.12821514659595157,1
0.13006653011537228,1
0.13065532954841586,1
0.132311848725025,1
0.1325070044941994,1
0.13463601443063278,1
0.13566404870633653,1
0.1372360171320648,1
0.13837406151615572,1
0.14061187563429844,1
0.14064336814856837,1
0.14187465415126865,1
0.14277946836254973,1
0.14285306683489385,1
0.14311772012850965,1
0.14532671163279554,1
0.1492176078251637,1
0.14956119362645603,1
0.15008466824115008,1
0.15238234578479037,1
0.15263892476872376,1
0.15375457721764552,1
0.15419426687956317,1
0.15455333833220464,1
0.1554105513219367,1
0.15705709338087714,1
0.15740989710715314,1
0.15750388601684584,1
0.15797562207178695,1
0.16249426253973864,1
0.16351361451785085,1
0.16415536770539085,1
0.16465707989012413,1
0.16504473120350882,1
0.16560582242899213,1
0.16696295419238083,1
0.16798920872905643,1
0.168233645951541,1
0.17051206174665934,1
0.17051227635637534,1
0.17056678398969627,1
0.17287897280649445,1
0.17379513185530515,1
0.17384981644645003,1
0.17420267095553066,1
0.1742462014061772,1
0.17445323282413394,1
0.1747018089453909,1
0.1750647754809631,1
0.17549491383846472,1
0.17577016089522535,1
0.17742589848826318,1
0.17865188053013137,1
0.18026292287684464,1
0.1804160719608544,1
0.18113585780400077,1
0.18488122054204725,1
0.18575369929276564,1
0.18715111371116167,1
0.18758254139452712,1
0.18842603389086943,1
0.18980856216107955,1
0.1919320569916132,1
0.1925842934515174,1
0.1944352367397093,1
0.19554822488026047,1
0.19732443578224634,1
0.19912993272657664,1
0.19921699910889235,1
0.19945597466760168,1
0.20088908232534441,1
0.20098037117768575,1
0.20146438335214112,1
0.20167318998218942,1
0.20231820639739972,1
0.2027126262792337,1
0.20319749395782782,1
0.20359731232745293,1
0.20555047671793714,1
