answer,count
0x101a82aa3e8f3db9,1
0x1052a4fbdccc0fa1,1
0x10df37ef1de2eccf,1
0x11dd5832bf16dd59,1
0x120bf5d0162101,1
0x122d0e1ed0eb6bb9,1
0x1271f98e0938bb9a,1
0x129a0ad7420180c5,1
0x12f53f435814ac8c,1
0x12fae93f9830d56e,1
0x1301c42f3a14d993,1
0x1304cc2aa352735a,1
0x1368bc37cd5bcce1,1
0x138c2eb88c477f44,1
0x13d525c9df3fb6c,1
0x13d9a59e2b2df49d,1
0x13e466df371f7e1f,1
0x142333005fa389ac,1
0x149adfaadc6b0886,1
0x156719bc2b757ff4,1
0x15afd93cbd7adda9,1
0x15c80c09c12634e7,1
0x16094907ad6ecf73,1
0x166bfc0c3f5892ee,1
0x16b3969779f5d03,1
0x16b3d5d823a4952b,1
0x16bad7792d5c2c6a,1
0x16d0da0cb911d43c,1
0x1721fb1dbfd6546a,1
0x173b68b4c9f4b665,1
0x174e66d3e17974bd,1
0x177f667172f2affc,1
0x17a6d69ca37387c7,1
0x17f2f0027bc24f3a,1
0x17f8cd1fc24efd85,1
0x1847a6b80d2821e1,1
0x188dc5e92e939677,1
0x18973929f51443a8,1
0x18bc76696d015f40,1
0x18cb169143088041,1
0x18fb22736d36f1e0,1
0x19205d794826740e,1
0x192cdf2c7631ea1f,1
0x195f036e170a2568,1
0x19e6e3ec8a9712eb,1
0x1a04de320b19e022,1
0x1a1a111682fbf98d,1
0x1a7b108d48ac3646,1
0x1aaeddb600e61e1,1
0x1ac9ea8129efbc37,1
0x1aeeb39d4def06de,1
0x1c14d915d5e76c99,1
0x1c4726355778d52c,1
0x1c741cac36a2c514,1
0x1c83bfdca615701a,1
0x1c8c73700e1b621b,1
0x1cae57d952563969,1
0x1cc6b1abd08d67e9,1
0x1d5b3573f9997ac7,1
0x1d66300677315c31,1
0x1d6f4848a916dd5e,1
0x1e19f9bc215e5245,1
0x1e8a373699c11b23,1
0x1ea9d8d7e76d2d2c,1
0x1ec7bd85b8fe3bb9,1
0x1ee5e68d5b10001d,1
0x1f62e504d1468cc0,1
0x1f6a8a7b33942e43,1
0x20134e982ab99a2b,1
0x204b90255a3bf724,1
0x20cc24faea9e9cf6,1
0x20e94b1a00159476,1
0x2159d5e6dc8586d7,1
0x2193ce026bfd1085,1
0x21d51558edc089da,1
0x21f884874ebd709e,1
0x2211c8fa34cb98cb,1
0x224a2f9cab0ad0e,1
0x22dc94f19de73159,1
0x234c4b0091968f52,1
0x234e095183b0f4d6,1
0x247794b7a2f5a8e3,1
0x247e328371a28de0,1
0x248a0f3369c97097,1
0x248cec5f9b6ced30,1
0x24c7fd69d5ec32df,1
0x2511f06d9ef06e54,1
0x255ab2e0f93cf278,1
0x258c499275a4356f,1
0x25ba27f3f225be13,1
0x25bd554e6aa7673c,1
0x25d0ffd63c88d7a1,1
0x25dd7ef9adccf7a1,1
0x2641b7ab0bdfcbaa,1
0x2681605dd755669d,1
0x26b682f90a3ae41b,1
0x26c1d070fd414b5f,1
0x26c72c420fc314d8,1
0x2707283a3f512167,1
0x270a7f3bd9a94ae6,1
0x270d75c11eb1b8d5,1
0x2737764c1fb1f821,1
0x2749b80937d6c939,1
0x27512ee7bf784a4a,1
0x278390dd6aa70e81,1
0x278942bdbe02c649,1
0x27a0545c7020d57c,1
0x27f8e151e310fca4,1
0x280bd824fabe8368,1
0x282a916c864f5cb7,1
0x28a65f96727aae41,1
0x28b19431a649ae3d,1
0x28c97ba72e3ec0b2,1
0x28ddce36fc9ad268,1
0x290d71dc77a56d16,1
0x2992ef333437f844,1
0x29c8dcd0d17c423f,1
0x2a394939c8e7ec5e,1
0x2acca57ff30e5712,1
0x2ad03e6c60b650b2,1
0x2adf64e67252a7a9,1
0x2b10044bfba3501f,1
0x2b3e7432e20c18b,1
0x2b5578acec06b80c,1
0x2ba9bc03ec8cfd07,1
0x2c14ce7c6b0c1423,1
0x2c45df736d73c8bd,1
0x2caa21cba3aae2b2,1
0x2d1251332f760cb5,1
0x2d357445a1aca4ac,1
0x2d6ae8807acb37ea,1
0x2ea20df44229d6ec,1
0x2eabf94049a522a5,1
0x2f15aac43c2863b0,1
0x2f3739df0bf6a88e,1
0x2f50933053d69fc4,1
0x2fdd56a50b32f705,1
0x2fe859be19a48e4a,1
0x2ff71b19661dc5b3,1
0x30281ae3cc49abe4,1
0x302b6d597c3aaba7,1
0x30442124b55ea76a,1
0x305e20da8868c661,1
0x30a66606fdf38272,1
0x30fd7fe32dbd8be3,1
0x31169ac99d341e6f,1
0x312f4fc2da41ffaa,1
0x32052f53f366e05a,1
0x3237a2e765ba7766,1
0x325c3d1fb8efbcd8,1
0x32a967c873998834,1
0x32edc31bef920ad7,1
0x32fee02dfdbf4454,1
0x33040a2125cea5f5,1
0x33273930b13c6efc,1
0x334d9c337b0a9064,1
0x339d134099e98545,1
0x33c6d8965ef3053f,1
0x34bda028a97d469,1
0x3517616ff142bed1,1
0x352c0a50cd3ac56,1
0x353654f408353330,1
0x354d0a361eaee195,1
0x3551edfb450373c7,1
0x3569a3b3af807061,1
0x359341c50973685f,1
0x35b653367bbc3b99,1
0x35ccf4bf53d17590,1
0x35faaa3b4246ab69,1
0x3602e72516bb7319,1
0x363fcac323f70eb2,1
0x364030c05dac7add,1
0x365177892cb78531,1
0x37155594021da7ba,1
0x37b9d6a858cc8bc3,1
0x37ff3afda7461623,1
0x38044ba56a6d19fb,1
0x3832c6a93a4024bf,1
0x3838452af42f2612,1
0x38aa9d551f968900,1
0x38aa9e912712c889,1
0x38bfdf29d4508228,1
