answer,count
0x1060a5c2f8145821,1
0x107c4c704d5109d4,1
0x10a5b0bdd8ad60e6,1
0x10af696b777c01b,1
0x10bd015577e30f77,1
0x10c0460f7b2d68d,1
0x1153b50e8d406b72,1
0x11902fe871ecae21,1
0x11cef32b94f947f5,1
0x120502ab0e93ae42,1
0x12547c004b085e8d,1
0x1269bbfe55a7b27c,1
0x13131d56195b7ff6,1
0x133437060670e067,1
0x1404ea51fe5a62a9,1
0x147ddd69c13e6a31,1
0x14b9a8fcf86831ea,1
0x14ba9e3d175670ee,1
0x14d0952a11a71bac,1
0x14f70f31162fa115,1
0x15189a2b265a783b,1
0x162087ecd5038a47,1
0x1673da4ec589ba5e,1
0x168e2cad941203f3,1
0x16c3435e4e9a126d,1
0x16de18a55dd2c238,1
0x174456e1ba6267d5,1
0x176747919e02739d,1
0x18004c49116d85eb,1
0x1808ce17f4e1f70,1
0x186f55293302303d,1
0x187036c14fdc9a36,1
0x18bebd264d7a5d53,1
0x19c674804c41aeec,1
0x1a45c1ce5dca422e,1
0x1a55c815555e63f7,1
0x1ad6a3c44fa09be6,1
0x1aecfe01a9e4d801,1
0x1af65d27c7b4abc3,1
0x1b29369ea3541e5f,1
0x1b29868619331de0,1
0x1b523a307045433a,1
0x1b535e1a0aaf053e,1
0x1c2a1a16d6db6128,1
0x1c801a5c828e7332,1
0x1c80aba9a440171a,1
0x1ca02e5b95d96b8d,1
0x1caa0fc628989482,1
0x1cf0c4ae01222bc8,1
0x1d00f2769b2f96d7,1
0x1d04bb9548e2fb6c,1
0x1d0b872234cf8e23,1
0x1d646983def5746c,1
0x1d6c853d83726d43,1
0x1d9229d058aee82e,1
0x1da4a86bf5f8c0b0,1
0x1dab4918ca24b2f2,1
0x1defa62a5bd853be,1
0x1e005decef5828ad,1
0x1e115d5aa695a91d,1
0x1e4412d184b6b27d,1
0x1e483d17cdde108a,1
0x1e57308e6e50451,1
0x1e82ae94ebf62f15,1
0x1f034652f658cf46,1
0x1f40ecbac52c50ea,1
0x1fb96b5022b0b360,1
0x202a5047fecafcd5,1
0x2088ae081b2028e1,1
0x20eea973c70a84f5,1
0x215242776da8c531,1
0x22854146a4abb964,1
0x2293a0d1fe07c735,1
0x22b7697473b1dfda,1
0x23083a6ffbcf38a2,1
0x234e2bf4ba76d9f,1
0x23613de8608b0e70,1
0x238677062495b512,1
0x24a1f1229af50288,1
0x24c804cf8e5eed16,1
0x255f4d678c9a570b,1
0x25fd5f053dce5698,1
0x2601e9f3905c8663,1
0x2613912a4c83ec67,1
0x269d0fdcb764172,1
0x26f99a8527bfc698,1
0x2727f83beb9e3c7c,1
0x274f36eaed7cae27,1
0x2781131677f59d56,1
0x2782ed7a48a1b328,1
